Protocol name;Instrument;Parameter;Level;Date;Value;Target;SD;Status;Message;User comment;User;Sample ID
AU 3 Multichem;AU3;PARA;3;01/16/2017 16:39:02;200.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/16/2017 16:39:02;2.350;2.38;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/16/2017 16:39:02;21.93;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/16/2017 11:07:09;475.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;3;01/16/2017 11:07:04;1916.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/16/2017 11:07:04;33.00;34.4;2.2;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/16/2017 11:07:04;0.360;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/16/2017 11:07:04;3.170;3.14;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/16/2017 11:07:04;6.890;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/16/2017 11:07:04;484;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/16/2017 11:07:04;29.00;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/16/2017 11:07:04;16.23;16.4;0.4;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/16/2017 11:07:04;2.740;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/16/2017 11:07:04;1.210;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/16/2017 11:07:04;92.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/16/2017 11:07:04;86.52;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/16/2017 11:07:04;3.040;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/16/2017 11:07:04;470.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/16/2017 11:06:59;110.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/16/2017 11:06:59;6.740;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/16/2017 11:06:59;158.0;156;1.75;Accepted;3-1S (across runs) fails because results 158.0, 158.0 and 159.0 are on the same side of the target and exceed 1 SD (Target=156.0, SD=1.8);;;T3
AU 3 Multichem;AU3;ALB;3;01/16/2017 11:06:54;56.40;54.9;1.7;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/16/2017 11:06:54;471.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/16/2017 11:06:54;240.4;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/16/2017 11:06:54;318.0;312;10;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/16/2017 11:06:54;263.9;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/16/2017 11:06:54;29.80;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/16/2017 11:06:54;1.660;1.61;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/16/2017 11:06:54;1.840;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/16/2017 11:06:49;56.20;54.9;1.7;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/16/2017 11:06:49;474.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/16/2017 11:06:49;237.5;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/16/2017 11:06:49;329.0;312;10;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/16/2017 11:06:49;265.3;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/16/2017 11:06:49;2.100;2.1;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/16/2017 11:06:49;447.0;442;10;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/16/2017 11:06:49;29.60;29.5;0.74;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/16/2017 11:06:49;153.1;147;5;Accepted;3-1S (across runs) fails because results 153.1, 154.0 and 154.9 are on the same side of the target and exceed 1 SD (Target=147.0, SD=5.0);;;T3
AU 3 Multichem;AU3;HDL;3;01/16/2017 11:06:49;1.650;1.61;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;IGG;3;01/16/2017 11:06:49;13.63;13.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/16/2017 11:06:49;4.130;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/16/2017 11:06:49;1.800;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/16/2017 11:06:49;203.0;207;4;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/16/2017 11:06:49;2.430;2.38;0.06;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/16/2017 11:06:49;a b;365;10;Manually rejected;Non numeric result;;SYSADM;T3
AU 3 Multichem;AU3;UREA;3;01/16/2017 11:06:49;22.30;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/16/2017 11:06:44;107.0;106.5;2;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/16/2017 11:06:44;6.800;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/16/2017 11:06:44;158.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;2;01/16/2017 11:06:44;355.0;347;8;Accepted;;;;T2
AU 3 Multichem;AU3;ALC;2;01/16/2017 11:06:39;687.0;703;30;Accepted;;;;T2
AU 3 Multichem;AU3;BICARB;2;01/16/2017 11:06:39;24.00;23.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;C4;2;01/16/2017 11:06:39;0.270;0.27;0.01;Accepted;;;;T2
AU 3 Multichem;AU3;CA;2;01/16/2017 11:06:39;2.470;2.4;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;CHOL;2;01/16/2017 11:06:39;3.960;3.94;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;CREAT;2;01/16/2017 11:06:39;167.0;164.5;5;Accepted;;;;T2
AU 3 Multichem;AU3;DBIL;2;01/16/2017 11:06:39;16.30;15.9;1;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;2;01/16/2017 11:06:39;6.790;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;IGA;2;01/16/2017 11:06:39;2.130;2.28;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;2;01/16/2017 11:06:39;0.920;0.92;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/16/2017 11:06:39;50.00;50;1;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/16/2017 11:06:39;66.0;65;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/16/2017 11:06:39;1.690;1.7;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/16/2017 11:06:39;355.0;347;8;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/16/2017 11:06:34;93.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/16/2017 11:06:34;3.76;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/16/2017 11:06:34;141.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/16/2017 11:06:29;43.4;43.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/16/2017 11:06:29;212.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/16/2017 11:06:29;114;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/16/2017 11:06:29;118.0;117;3.5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/16/2017 11:06:29;131.3;133;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/16/2017 11:06:29;10.10;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/16/2017 11:06:29;1.080;1.1;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/16/2017 11:06:29;1.230;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/16/2017 11:06:24;43.8;43.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/16/2017 11:06:24;201.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/16/2017 11:06:24;112;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/16/2017 11:06:24;120.0;117;3.5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/16/2017 11:06:24;129.8;133;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/16/2017 11:06:24;1.300;1.35;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/16/2017 11:06:24;248.0;244;6;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/16/2017 11:06:24;10.30;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/16/2017 11:06:24;77.30;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/16/2017 11:06:24;1.090;1.1;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/16/2017 11:06:24;10.59;10.5;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/16/2017 11:06:24;1.770;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/16/2017 11:06:24;1.200;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/16/2017 11:06:24;74.00;76.5;1.5;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/16/2017 11:06:24;1.31;1.3;0.04;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/16/2017 11:06:24;a b;136;5;Manually rejected;Non numeric result;;SYSADM;T2
AU 3 Multichem;AU3;UREA;2;01/16/2017 11:06:24;13.96;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/16/2017 11:06:19;93.00;91.8;1.7;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/16/2017 11:06:19;3.81;3.8;0.08;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/16/2017 11:06:19;143.0;141;1.75;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;1;01/16/2017 11:06:19;147.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;1;01/16/2017 11:06:14;365.0;383;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/16/2017 11:06:14;17.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/16/2017 11:06:14;0.190;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/16/2017 11:06:14;1.55;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/16/2017 11:06:14;2.800;2.78;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/16/2017 11:06:14;58.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/16/2017 11:06:14;5.700;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/16/2017 11:06:14;3.15;3.1;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/16/2017 11:06:14;1.570;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/16/2017 11:06:14;0.6600;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/16/2017 11:06:14;17.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/16/2017 11:06:14;48.43;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/16/2017 11:06:14;0.730;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/16/2017 11:06:14;147.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 11:06:09;85.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 11:06:09;2.550;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 11:06:09;124.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/16/2017 11:06:04;31.30;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/16/2017 11:06:04;80.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/16/2017 11:06:04;27.30;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/16/2017 11:06:04;43.00;42;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/16/2017 11:06:04;44.22;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/16/2017 11:06:04;4.000;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/16/2017 11:06:04;0.79;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/16/2017 11:06:04;0.540;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/16/2017 11:05:59;31.50;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/16/2017 11:05:59;76.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/16/2017 11:05:59;25.70;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/16/2017 11:05:59;43.00;42;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/16/2017 11:05:59;42.62;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/16/2017 11:05:59;0.950;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/16/2017 11:05:59;68.00;68.7;3;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/16/2017 11:05:59;4.000;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/16/2017 11:05:59;25.9;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/16/2017 11:05:59;0.78;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/16/2017 11:05:59;7.440;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/16/2017 11:05:59;0.530;0.51;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/16/2017 11:05:59;0.530;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/16/2017 11:05:59;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/16/2017 11:05:59;0.760;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/16/2017 11:05:59;a b;79;5;Manually rejected;Non numeric result;;SYSADM;T1
AU 3 Multichem;AU3;UREA;1;01/16/2017 11:05:59;3.14;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 11:05:54;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 11:05:54;2.550;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 11:05:54;124.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;1;01/16/2017 06:51:46;b;383;15;Manually rejected;Non numeric result;;SYSADM;T1
AU 3 Multichem;AU3;BICARB;1;01/16/2017 06:51:46;a;16.9;1.5;Manually rejected;Non numeric result;;SYSADM;T1
AU 3 Multichem;AU3;C4;1;01/16/2017 06:51:46;0.180;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/16/2017 06:51:46;1.59;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/16/2017 06:51:46;2.750;2.78;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 06:51:46;84.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/16/2017 06:51:46;54.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/16/2017 06:51:46;5.600;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/16/2017 06:51:46;3.11;3.1;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/16/2017 06:51:46;1.590;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/16/2017 06:51:46;0.6500;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 06:51:46;2.490;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 06:51:46;122.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/16/2017 06:51:46;17.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/16/2017 06:51:46;48.88;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/16/2017 06:51:46;0.710;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/16/2017 06:51:46;146.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/16/2017 06:51:41;30.80;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/16/2017 06:51:41;77.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/16/2017 06:51:41;25.50;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/16/2017 06:51:41;43.00;42;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/16/2017 06:51:41;43.82;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/16/2017 06:51:41;0.930;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/16/2017 06:51:41;74.00;68.7;3;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 06:51:41;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/16/2017 06:51:41;3.900;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/16/2017 06:51:41;26.9;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/16/2017 06:51:41;0.78;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/16/2017 06:51:41;7.290;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 06:51:41;2.510;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/16/2017 06:51:41;0.530;0.51;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/16/2017 06:51:41;0.530;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 06:51:41;122.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/16/2017 06:51:41;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/16/2017 06:51:41;0.750;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/16/2017 06:51:41;80.2;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/16/2017 06:51:41;3.13;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;3;01/16/2017 02:06:19;22.41;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;2;01/16/2017 02:06:14;14.12;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;1;01/16/2017 02:06:09;3.19;3.15;0.14;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;3;01/16/2017 01:46:50;22.43;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;2;01/16/2017 01:46:45;14.00;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;1;01/16/2017 01:46:40;2.83;3.15;0.14;Accepted;1-2S fails because the result 2.83 is out of 2 SD (Target=3.15, SD=0.14);;;T1
AU 3 Multichem;AU3;UREA;3;01/16/2017 01:26:37;20.97;22;0.8;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;2;01/16/2017 01:26:32;13.17;13.8;0.45;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;1;01/16/2017 01:26:27;2.67;3.15;0.14;Manually rejected;1-3S fails because the result 2.67 is out of 3 SD (Target=3.15, SD=0.14);;SYSADM;T1
AU 3 Multichem;AU3;ALC;1;01/16/2017 01:10:30;402.0;383;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/16/2017 01:10:30;18.00;16.9;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/16/2017 01:10:30;0.180;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/16/2017 01:10:30;1.58;1.53;0.07;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/16/2017 01:10:30;2.780;2.78;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 01:10:30;83.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/16/2017 01:10:30;54.00;55;2.75;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/16/2017 01:10:30;5.600;5.9;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/16/2017 01:10:30;3.10;3.1;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/16/2017 01:10:30;1.570;1.65;0.08;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/16/2017 01:10:30;0.6500;0.64;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 01:10:30;2.460;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 01:10:30;120.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/16/2017 01:10:30;17.00;16.7;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/16/2017 01:10:30;48.65;47.5;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/16/2017 01:10:30;0.700;0.7;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/16/2017 01:10:30;143.0;143;4;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/16/2017 01:10:25;31.20;30.9;1;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/16/2017 01:10:25;75.00;80;3;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/16/2017 01:10:25;24.90;25;1.6;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/16/2017 01:10:25;42.00;42;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/16/2017 01:10:25;43.10;43;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/16/2017 01:10:25;0.940;0.95;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/16/2017 01:10:25;74.00;68.7;3;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/16/2017 01:10:25;81.0;83;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/16/2017 01:10:25;3.900;3.77;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/16/2017 01:10:25;26.6;26;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/16/2017 01:10:25;0.78;0.8;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/16/2017 01:10:25;7.580;7.4;0.25;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/16/2017 01:10:25;2.450;2.52;0.06;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/16/2017 01:10:25;0.520;0.51;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/16/2017 01:10:25;0.530;0.53;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/16/2017 01:10:25;120.0;122;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/16/2017 01:10:25;17.0;17.6;0.8;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/16/2017 01:10:25;0.750;0.74;0.03;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/16/2017 01:10:25;78.3;79;5;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/16/2017 01:10:25;4.04;3.15;0.14;Manually rejected;1-3S fails because the result 4.04 is out of 3 SD (Target=3.15, SD=0.14);;SYSADM;T1
AU 3 Multichem;AU3;ALC;3;01/15/2017 18:59:18;2022.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/15/2017 18:59:18;35.00;34.4;2.2;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/15/2017 18:59:18;0.360;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/15/2017 18:59:18;3.200;3.14;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/15/2017 18:59:18;6.820;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/15/2017 18:59:18;111.0;106.5;2;Accepted;1-2S fails because the result 111.0 is out of 2 SD (Target=106.5, SD=2.0);;;T3
AU 3 Multichem;AU3;CREAT;3;01/15/2017 18:59:18;475;469;15;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/15/2017 18:59:18;28.50;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/15/2017 18:59:18;16.36;16.4;0.4;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/15/2017 18:59:18;2.770;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/15/2017 18:59:18;1.190;1.21;0.03;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/15/2017 18:59:18;6.840;6.67;0.12;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/15/2017 18:59:18;159.0;156;1.75;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/15/2017 18:59:18;93.00;93.2;2.5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/15/2017 18:59:18;87.74;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/15/2017 18:59:18;2.970;2.9;0.09;Accepted;;;;T3
AU 3 Multichem;AU3;URATE;3;01/15/2017 18:59:18;467.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/15/2017 18:59:13;56.30;54.9;1.7;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/15/2017 18:59:13;481.0;475;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/15/2017 18:59:13;243.3;229;10;Accepted;4-1S fails (across runs) because results 243.3, 240.2, 246.0, and 242.5 are on the same side of the target and out of 1 SD (Target=229.0, SD=10.0);;;T3
AU 3 Multichem;AU3;AMY;3;01/15/2017 18:59:13;324.0;312;10;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/15/2017 18:59:13;269.6;269;5;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/15/2017 18:59:13;2.090;2.1;0.06;Accepted;;;;T3
